example_id                                                         | status  | run_time              |
./spec/features/budgets/investments_spec.rb[1:4:4]                 | failed  | 2.99 seconds          |
./spec/features/budgets/investments_spec.rb[1:5:1]                 | failed  | 0.27125 seconds       |
./spec/features/budgets/investments_spec.rb[1:5:2]                 | failed  | 0.26883 seconds       |
./spec/features/budgets/investments_spec.rb[1:5:3]                 | failed  | 0.27038 seconds       |
./spec/features/budgets/investments_spec.rb[1:5:4]                 | failed  | 0.2723 seconds        |
./spec/features/budgets/investments_spec.rb[1:5:5]                 | failed  | 0.27205 seconds       |
./spec/features/budgets/investments_spec.rb[1:6]                   | failed  | 0.24855 seconds       |
./spec/features/budgets/investments_spec.rb[1:7]                   | failed  | 0.27862 seconds       |
./spec/features/budgets/investments_spec.rb[1:8]                   | failed  | 0.24644 seconds       |
./spec/features/budgets/investments_spec.rb[1:9:1]                 | failed  | 0.27924 seconds       |
./spec/features/budgets/investments_spec.rb[1:9:2]                 | failed  | 0.28432 seconds       |
./spec/features/budgets/investments_spec.rb[1:10:1:1]              | failed  | 2.75 seconds          |
./spec/features/budgets/investments_spec.rb[1:10:1:2]              | failed  | 2.96 seconds          |
./spec/features/budgets/investments_spec.rb[1:10:1:3]              | failed  | 3.02 seconds          |
./spec/features/budgets/investments_spec.rb[1:10:2]                | failed  | 0.24152 seconds       |
./spec/features/budgets/investments_spec.rb[1:11:1]                | failed  | 0.27131 seconds       |
./spec/features/budgets/investments_spec.rb[1:11:2]                | failed  | 0.25363 seconds       |
./spec/features/budgets/investments_spec.rb[1:11:3]                | failed  | 0.26511 seconds       |
./spec/features/budgets/investments_spec.rb[1:12:1]                | failed  | 0.36617 seconds       |
./spec/features/budgets/investments_spec.rb[1:12:2]                | failed  | 0.2872 seconds        |
